channel,sku,shipment_id,quantity_sold,quantity_returned,gross_sale,taxes,net_sales,created_at
online,SKU-01706,SHP-0021760,1,0,180,37.8,142.2,2026-04-27 21:35:48.000000 UTC
online,SKU-04445,SHP-0012335,1,0,180,37.8,142.2,2025-07-12 19:32:02.000000 UTC
online,SKU-06667,SHP-0014284,1,1,180,37.8,142.2,2025-01-06 06:14:28.000000 UTC
online,SKU-02427,SHP-0014747,3,0,180,37.8,142.2,2025-01-06 06:26:53.000000 UTC
marketplace,SKU-04221,SHP-0008535,2,0,180,37.8,142.2,2025-01-06 08:57:06.000000 UTC
retail,SKU-07323,SHP-0028495,1,0,180,37.8,142.2,2025-01-06 14:08:24.000000 UTC
online,SKU-05898,SHP-0029422,1,0,180,37.8,142.2,2025-01-06 16:20:16.000000 UTC
online,SKU-06667,SHP-0002710,1,0,180,37.8,142.2,2025-01-06 16:27:39.000000 UTC
retail,SKU-08095,SHP-0021141,1,0,180,37.8,142.2,2025-01-06 22:23:12.000000 UTC
online,SKU-07255,SHP-0023410,1,0,180,37.8,142.2,2026-04-25 10:48:23.000000 UTC
online,SKU-08843,SHP-0011407,1,0,180,37.8,142.2,2026-04-25 12:55:18.000000 UTC
online,SKU-07323,SHP-0027369,1,0,180,37.8,142.2,2026-04-25 13:14:17.000000 UTC
online,SKU-04746,SHP-9416695,1,0,180,37.8,142.2,2026-04-25 13:55:30.000000 UTC
online,SKU-07255,SHP-0021199,1,0,180,37.8,142.2,2026-04-25 19:46:38.000000 UTC
online,SKU-08843,SHP-0026319,1,0,180,37.8,142.2,2026-04-25 22:21:23.000000 UTC
retail,SKU-07255,SHP-0000496,1,0,180,37.8,142.2,2025-06-29 02:39:14.000000 UTC
online,SKU-05200,SHP-0001176,1,0,180,37.8,142.2,2025-06-29 03:57:06.000000 UTC
online,SKU-93222,SHP-0005877,1,1,180,37.8,142.2,2025-06-29 07:06:32.000000 UTC
retail,SKU-07323,SHP-0025180,1,0,180,37.8,142.2,2025-06-29 12:22:48.000000 UTC
online,SKU-08262,SHP-0016819,2,0,180,37.8,142.2,2025-06-29 13:21:09.000000 UTC
online,SKU-09028,SHP-0000371,1,0,180,37.8,142.2,2025-06-29 23:45:09.000000 UTC
online,SKU-08843,SHP-0009193,1,1,180,37.8,142.2,2024-12-08 03:55:05.000000 UTC
retail,SKU-06667,SHP-0023236,1,0,180,37.8,142.2,2024-12-08 12:02:59.000000 UTC
online,SKU-04445,SHP-0020582,1,0,180,37.8,142.2,2024-12-08 15:22:37.000000 UTC
online,SKU-02152,SHP-0015076,1,0,180,37.8,142.2,2024-12-08 15:56:50.000000 UTC
online,SKU-01706,SHP-0012147,1,0,180,37.8,142.2,2024-12-08 16:08:13.000000 UTC
online,SKU-07255,SHP-0014248,1,0,180,37.8,142.2,2024-12-08 17:15:04.000000 UTC
online,SKU-04746,SHP-0008104,1,1,180,37.8,142.2,2025-06-28 07:58:20.000000 UTC
marketplace,SKU-03093,SHP-0020184,1,0,180,37.8,142.2,2025-06-28 19:45:27.000000 UTC
online,SKU-04445,SHP-0014532,1,0,180,37.8,142.2,2025-06-28 23:31:59.000000 UTC
online,SKU-04746,SHP-0025614,1,0,180,37.8,142.2,2024-09-09 03:59:06.000000 UTC
online,SKU-08843,SHP-0010696,1,0,180,37.8,142.2,2024-09-09 09:51:10.000000 UTC
marketplace,SKU-04746,SHP-0006782,1,0,180,37.8,142.2,2024-09-09 13:49:35.000000 UTC
online,SKU-05898,SHP-0022233,1,0,180,37.8,142.2,2024-09-09 16:00:55.000000 UTC
online,SKU-06048,SHP-0006726,1,0,180,37.8,142.2,2024-09-09 23:17:00.000000 UTC
online,SKU-05898,SHP-0026306,1,0,180,37.8,142.2,2024-07-24 07:29:52.000000 UTC
online,SKU-01706,SHP-0009794,1,1,180,37.8,142.2,2024-07-24 08:36:29.000000 UTC
online,SKU-04746,SHP-0012414,1,0,180,37.8,142.2,2024-07-24 10:11:15.000000 UTC
online,SKU-03093,SHP-0029360,1,0,180,37.8,142.2,2024-07-24 11:59:26.000000 UTC
retail,SKU-04445,SHP-0025366,1,0,180,37.8,142.2,2024-07-24 14:09:27.000000 UTC
retail,SKU-03093,SHP-0021519,1,0,180,37.8,142.2,2024-07-24 22:28:16.000000 UTC
retail,SKU-04221,SHP-0017048,2,0,180,37.8,142.2,2026-02-08 03:54:04.000000 UTC
online,SKU-06667,SHP-0024964,1,0,180,37.8,142.2,2024-06-11 03:09:28.000000 UTC
online,SKU-05200,SHP-0027562,1,0,180,37.8,142.2,2025-05-09 04:51:28.000000 UTC
online,SKU-04445,SHP-0010069,1,0,180,37.8,142.2,2025-05-09 11:05:20.000000 UTC
online,SKU-02493,SHP-0015325,2,0,180,37.8,142.2,2025-05-09 06:46:24.000000 UTC
marketplace,SKU-05898,SHP-0008241,1,0,180,37.8,142.2,2025-06-01 00:35:49.000000 UTC
online,SKU-08095,SHP-9037184,1,0,180,37.8,142.2,2025-06-01 08:01:49.000000 UTC
retail,SKU-04746,SHP-0010347,1,0,180,37.8,142.2,2025-12-06 05:41:23.000000 UTC
online,SKU-04746,SHP-0026616,1,0,180,37.8,142.2,2025-12-06 08:10:23.000000 UTC
retail,SKU-01706,SHP-0015957,1,0,180,37.8,142.2,2025-12-06 11:28:21.000000 UTC
online,SKU-07323,SHP-0024355,1,0,180,37.8,142.2,2025-12-06 13:50:09.000000 UTC
marketplace,SKU-08843,SHP-0001695,1,0,180,37.8,142.2,2025-12-06 16:03:59.000000 UTC
online,SKU-05898,SHP-0022395,1,0,180,37.8,142.2,2025-12-06 20:31:54.000000 UTC
online,SKU-03093,SHP-0014107,1,0,180,37.8,142.2,2026-03-19 02:43:13.000000 UTC
online,SKU-04445,SHP-0009289,1,1,180,37.8,142.2,2026-03-19 03:28:49.000000 UTC
online,SKU-09028,SHP-0007244,1,0,180,37.8,142.2,2026-03-19 06:09:02.000000 UTC
online,SKU-08843,SHP-0020085,1,0,180,37.8,142.2,2026-03-19 19:39:18.000000 UTC
marketplace,SKU-05203,SHP-0023951,2,1,180,37.8,142.2,2026-03-19 06:58:40.000000 UTC
online,SKU-02152,SHP-0010161,1,0,180,37.8,142.2,2024-12-06 06:47:47.000000 UTC
online,SKU-03093,SHP-0018595,1,0,180,37.8,142.2,2024-12-06 07:28:31.000000 UTC
retail,SKU-05898,SHP-0011133,1,0,180,37.8,142.2,2024-12-06 21:55:18.000000 UTC
online,SKU-05200,SHP-0009160,1,0,180,37.8,142.2,2024-07-10 11:11:27.000000 UTC
online,SKU-06667,SHP-0007978,1,0,180,37.8,142.2,2024-07-10 23:29:22.000000 UTC
retail,SKU-02152,SHP-0011423,1,0,180,37.8,142.2,2024-09-07 01:00:04.000000 UTC
retail,SKU-05898,SHP-0012686,1,0,180,37.8,142.2,2024-09-07 22:56:53.000000 UTC
online,SKU-07323,SHP-0021064,1,1,180,37.8,142.2,2024-07-22 03:19:15.000000 UTC
online,SKU-04746,SHP-0023058,1,0,180,37.8,142.2,2024-07-22 04:13:33.000000 UTC
online,SKU-09028,SHP-0000798,1,0,180,37.8,142.2,2024-07-22 06:01:33.000000 UTC
online,SKU-05898,SHP-0028916,1,0,180,37.8,142.2,2024-07-22 13:33:49.000000 UTC
online,SKU-05898,SHP-0018537,1,1,180,37.8,142.2,2024-07-22 15:38:47.000000 UTC
retail,SKU-07323,SHP-0019940,1,0,180,37.8,142.2,2024-07-22 18:35:03.000000 UTC
online,SKU-07323,SHP-0016434,1,1,180,37.8,142.2,2025-02-24 04:13:38.000000 UTC
retail,SKU-04746,SHP-9897629,1,0,180,37.8,142.2,2025-02-24 09:56:43.000000 UTC
retail,SKU-07255,SHP-0008010,1,0,180,37.8,142.2,2025-02-24 10:12:35.000000 UTC
retail,SKU-09028,SHP-0003405,1,0,180,37.8,142.2,2025-02-24 12:46:07.000000 UTC
retail,SKU-08843,SHP-0029984,1,0,180,37.8,142.2,2025-11-20 00:30:32.000000 UTC
online,SKU-05200,SHP-0019467,1,0,180,37.8,142.2,2025-01-09 05:04:38.000000 UTC
retail,SKU-03093,SHP-0003797,1,1,180,37.8,142.2,2025-01-09 06:47:53.000000 UTC
online,SKU-08843,SHP-0013721,1,0,180,37.8,142.2,2025-01-09 08:04:43.000000 UTC
retail,SKU-06048,SHP-0008922,1,0,180,37.8,142.2,2025-01-09 15:00:20.000000 UTC
online,SKU-01706,SHP-0022142,1,0,180,37.8,142.2,2025-01-09 15:13:01.000000 UTC
retail,SKU-09028,SHP-0024902,1,0,180,37.8,142.2,2025-01-09 15:34:21.000000 UTC
online,SKU-02152,SHP-0022080,1,0,180,37.8,142.2,2025-01-09 18:05:45.000000 UTC
online,SKU-07323,SHP-0010093,1,0,180,37.8,142.2,2025-01-09 21:00:57.000000 UTC
online,SKU-07323,SHP-0010016,1,0,180,37.8,142.2,2025-08-20 15:35:05.000000 UTC
retail,SKU-04746,SHP-0021011,1,1,180,37.8,142.2,2025-08-20 18:46:45.000000 UTC
online,SKU-05200,SHP-0015320,1,0,180,37.8,142.2,2025-07-23 00:55:00.000000 UTC
retail,SKU-07887,SHP-0013140,3,0,180,37.8,142.2,2025-07-23 22:07:18.000000 UTC
online,SKU-07323,SHP-0012584,1,0,180,37.8,142.2,2024-12-03 14:29:25.000000 UTC
retail,SKU-06048,SHP-0014285,1,0,180,37.8,142.2,2024-06-24 07:15:59.000000 UTC
online,SKU-02152,SHP-0021802,1,0,180,37.8,142.2,2024-06-24 18:15:49.000000 UTC
retail,SKU-03093,SHP-0022048,1,1,180,37.8,142.2,2024-06-24 23:13:00.000000 UTC
online,SKU-06667,SHP-0000991,1,1,180,37.8,142.2,2025-05-08 07:14:19.000000 UTC
marketplace,SKU-06667,SHP-0012062,1,0,180,37.8,142.2,2025-05-08 14:10:10.000000 UTC
retail,SKU-04445,SHP-0014967,1,0,180,37.8,142.2,2025-05-08 16:31:43.000000 UTC
online,SKU-08843,SHP-0027185,1,0,180,37.8,142.2,2025-05-08 17:45:31.000000 UTC
online,SKU-04746,SHP-0017227,1,0,180,37.8,142.2,2025-05-08 18:21:17.000000 UTC
retail,SKU-08843,SHP-0004358,1,0,180,37.8,142.2,2025-05-08 18:42:01.000000 UTC
online,SKU-03628,SHP-0006218,2,0,180,37.8,142.2,2025-05-08 22:26:53.000000 UTC
marketplace,SKU-01706,SHP-0015318,1,1,180,37.8,142.2,2026-04-23 06:15:38.000000 UTC
retail,SKU-06667,SHP-0017126,1,0,180,37.8,142.2,2026-04-23 13:03:26.000000 UTC
retail,SKU-03093,SHP-0027483,1,0,180,37.8,142.2,2026-04-23 16:28:16.000000 UTC
online,SKU-05200,SHP-0001365,1,0,180,37.8,142.2,2025-06-04 00:54:27.000000 UTC
marketplace,SKU-07323,SHP-0007844,1,0,180,37.8,142.2,2025-06-04 02:57:54.000000 UTC
online,SKU-08843,SHP-0004834,1,1,180,37.8,142.2,2025-06-04 13:22:15.000000 UTC
online,SKU-04746,SHP-9951476,1,0,180,37.8,142.2,2025-06-04 19:19:54.000000 UTC
retail,SKU-02021,SHP-0013004,3,0,180,37.8,142.2,2025-06-04 23:17:40.000000 UTC
online,SKU-07255,SHP-0005437,1,0,180,37.8,142.2,2026-03-01 07:04:28.000000 UTC
online,SKU-08095,SHP-0022199,1,0,180,37.8,142.2,2026-03-01 08:06:13.000000 UTC
retail,SKU-01706,SHP-0013245,1,0,180,37.8,142.2,2026-03-01 17:38:37.000000 UTC
retail,SKU-02152,SHP-0006287,1,0,180,37.8,142.2,2026-03-01 23:23:05.000000 UTC
online,SKU-05898,SHP-0004695,1,0,180,37.8,142.2,2025-02-22 08:34:50.000000 UTC
online,SKU-04746,SHP-0012035,1,0,180,37.8,142.2,2025-02-22 20:10:14.000000 UTC
online,SKU-07323,SHP-0003350,1,0,180,37.8,142.2,2025-02-22 20:39:30.000000 UTC
online,SKU-03093,SHP-0005421,1,0,180,37.8,142.2,2025-02-22 23:56:09.000000 UTC
online,SKU-02021,SHP-0029928,3,0,180,37.8,142.2,2025-02-22 18:32:39.000000 UTC
retail,SKU-08843,SHP-0021472,1,0,180,37.8,142.2,2026-03-29 04:47:20.000000 UTC
online,SKU-07323,SHP-0025568,1,0,180,37.8,142.2,2026-03-29 07:35:34.000000 UTC
online,SKU-06667,SHP-0014752,1,0,180,37.8,142.2,2026-03-29 08:08:48.000000 UTC
online,SKU-01706,SHP-0023529,1,0,180,37.8,142.2,2026-03-29 14:18:08.000000 UTC
online,SKU-01706,SHP-0023159,1,0,180,37.8,142.2,2026-03-29 22:05:21.000000 UTC
online,SKU-01952,SHP-0002511,2,0,180,37.8,142.2,2026-03-29 23:41:28.000000 UTC
online,SKU-08843,SHP-0014477,1,0,180,37.8,142.2,2024-12-02 00:01:57.000000 UTC
online,SKU-03093,SHP-0023644,1,0,180,37.8,142.2,2024-12-02 08:05:58.000000 UTC
retail,SKU-06667,SHP-0020503,1,0,180,37.8,142.2,2024-12-02 12:08:56.000000 UTC
online,SKU-07255,SHP-0015897,1,0,180,37.8,142.2,2024-12-02 14:41:21.000000 UTC
online,SKU-04746,SHP-0001291,1,0,180,37.8,142.2,2024-12-02 18:15:56.000000 UTC
online,SKU-02152,SHP-0028443,1,0,180,37.8,142.2,2025-12-27 04:00:28.000000 UTC
online,SKU-08095,SHP-0016358,1,0,180,37.8,142.2,2025-12-27 15:25:54.000000 UTC
retail,SKU-05203,SHP-0011040,2,1,180,37.8,142.2,2025-12-27 07:21:17.000000 UTC
online,SKU-08262,SHP-0003085,2,0,180,37.8,142.2,2025-06-16 00:20:16.000000 UTC
online,SKU-09028,SHP-0021417,1,0,180,37.8,142.2,2025-06-16 15:33:56.000000 UTC
online,SKU-08633,SHP-0018648,3,0,180,37.8,142.2,2025-06-16 16:42:13.000000 UTC
retail,SKU-06048,SHP-0006474,1,0,180,37.8,142.2,2025-02-12 16:01:21.000000 UTC
online,SKU-08262,SHP-0000976,2,0,180,37.8,142.2,2025-02-12 10:16:36.000000 UTC
retail,SKU-08095,SHP-0006919,1,0,180,37.8,142.2,2025-10-31 12:15:20.000000 UTC
online,SKU-08843,SHP-0011351,1,0,180,37.8,142.2,2025-10-31 18:22:13.000000 UTC
retail,SKU-01706,SHP-0021853,1,0,180,37.8,142.2,2025-02-15 01:53:44.000000 UTC
online,SKU-01706,SHP-0015013,1,0,180,37.8,142.2,2025-02-15 06:46:23.000000 UTC
retail,SKU-02152,SHP-0015950,1,1,180,37.8,142.2,2025-06-15 00:53:12.000000 UTC
retail,SKU-04445,SHP-0021889,1,1,180,37.8,142.2,2025-06-15 01:49:43.000000 UTC
online,SKU-03093,SHP-0015293,1,1,180,37.8,142.2,2025-06-15 13:00:16.000000 UTC
online,SKU-03628,SHP-0011826,2,0,180,37.8,142.2,2025-06-15 13:06:04.000000 UTC
online,SKU-07323,SHP-0004636,1,0,180,37.8,142.2,2024-11-09 02:06:09.000000 UTC
online,SKU-01203,SHP-0005386,3,0,180,37.8,142.2,2024-11-09 05:40:54.000000 UTC
retail,SKU-02152,SHP-0019022,1,0,180,37.8,142.2,2024-11-09 13:38:55.000000 UTC
retail,SKU-08095,SHP-0007965,1,0,180,37.8,142.2,2024-11-09 21:04:45.000000 UTC
retail,SKU-07323,SHP-0025766,1,0,180,37.8,142.2,2024-11-09 21:36:23.000000 UTC
online,SKU-01706,SHP-0027173,1,0,180,37.8,142.2,2024-11-09 23:58:24.000000 UTC
online,SKU-06667,SHP-0025039,1,0,180,37.8,142.2,2024-06-25 04:19:55.000000 UTC
retail,SKU-04746,SHP-0019789,1,0,180,37.8,142.2,2024-06-25 05:51:48.000000 UTC
retail,SKU-05200,SHP-0005232,1,0,180,37.8,142.2,2025-01-01 13:00:58.000000 UTC
retail,SKU-07255,SHP-0007286,1,0,180,37.8,142.2,2025-01-01 17:28:08.000000 UTC
online,SKU-01952,SHP-0020609,2,0,180,37.8,142.2,2025-01-01 23:38:05.000000 UTC
online,SKU-03093,SHP-0000800,1,0,180,37.8,142.2,2024-12-04 15:24:00.000000 UTC
retail,SKU-06667,SHP-0011352,1,0,180,37.8,142.2,2024-12-04 21:37:51.000000 UTC
retail,SKU-06048,SHP-0013888,1,1,180,37.8,142.2,2025-03-31 00:26:57.000000 UTC
online,SKU-07323,SHP-0004894,1,0,180,37.8,142.2,2025-03-31 07:39:23.000000 UTC
online,SKU-06048,SHP-0016339,1,1,180,37.8,142.2,2025-03-31 11:50:21.000000 UTC
online,SKU-05898,SHP-0015206,1,1,180,37.8,142.2,2025-03-31 16:01:09.000000 UTC
online,SKU-08095,SHP-0009086,1,0,180,37.8,142.2,2025-03-31 18:30:00.000000 UTC
retail,SKU-02493,SHP-0014407,2,0,180,37.8,142.2,2025-03-31 12:11:45.000000 UTC
online,SKU-05898,SHP-0018491,1,1,180,37.8,142.2,2025-01-18 06:34:48.000000 UTC
retail,SKU-07323,SHP-0021186,1,0,180,37.8,142.2,2025-01-18 09:36:46.000000 UTC
retail,SKU-07323,SHP-0020304,1,0,180,37.8,142.2,2025-01-18 13:50:41.000000 UTC
online,SKU-03093,SHP-0016667,1,0,180,37.8,142.2,2025-01-18 19:13:10.000000 UTC
online,SKU-08262,SHP-0009095,2,0,180,37.8,142.2,2025-01-18 08:35:24.000000 UTC
online,SKU-02493,SHP-0003683,2,0,180,37.8,142.2,2025-01-18 10:00:44.000000 UTC
retail,SKU-09028,SHP-0004961,1,0,180,37.8,142.2,2025-02-14 01:52:10.000000 UTC
online,SKU-05898,SHP-0022694,1,0,180,37.8,142.2,2025-02-14 08:57:05.000000 UTC
retail,SKU-07255,SHP-0029455,1,0,180,37.8,142.2,2025-07-24 07:59:54.000000 UTC
online,SKU-07323,SHP-0028352,1,0,180,37.8,142.2,2025-07-24 16:50:19.000000 UTC
online,SKU-03093,SHP-0003417,1,0,180,37.8,142.2,2025-06-18 06:38:21.000000 UTC
online,SKU-05200,SHP-0016791,1,0,180,37.8,142.2,2025-06-18 12:21:37.000000 UTC
online,SKU-04445,SHP-0007421,1,0,180,37.8,142.2,2024-12-16 09:55:07.000000 UTC
online,SKU-02152,SHP-0012093,1,0,180,37.8,142.2,2024-12-16 10:43:37.000000 UTC
retail,SKU-04221,SHP-0021908,2,0,180,37.8,142.2,2024-12-16 05:01:39.000000 UTC
online,SKU-08262,SHP-0018347,2,0,180,37.8,142.2,2024-12-16 16:50:50.000000 UTC
online,SKU-07323,SHP-0005725,1,1,180,37.8,142.2,2024-06-12 06:33:09.000000 UTC
online,SKU-08095,SHP-0016821,1,0,180,37.8,142.2,2024-06-12 10:30:14.000000 UTC
online,SKU-07323,SHP-0013177,1,0,180,37.8,142.2,2024-06-12 13:25:02.000000 UTC
online,SKU-06048,SHP-0004000,1,0,180,37.8,142.2,2024-09-04 04:18:42.000000 UTC
online,SKU-01706,SHP-0007628,1,1,180,37.8,142.2,2024-09-04 09:34:59.000000 UTC
retail,SKU-07323,SHP-0020517,1,0,180,37.8,142.2,2024-09-04 23:18:52.000000 UTC
online,SKU-04445,SHP-0021186,1,0,180,37.8,142.2,2025-07-27 08:26:09.000000 UTC
online,SKU-01706,SHP-0009959,1,1,180,37.8,142.2,2025-07-27 09:11:38.000000 UTC
online,SKU-07323,SHP-0028275,1,1,180,37.8,142.2,2025-07-27 21:05:45.000000 UTC
online,SKU-09028,SHP-0011989,1,0,180,37.8,142.2,2025-07-27 23:48:06.000000 UTC
online,SKU-01706,SHP-0014630,1,0,180,37.8,142.2,2025-07-13 03:22:51.000000 UTC
online,SKU-09028,SHP-0017437,1,0,180,37.8,142.2,2025-07-13 03:51:17.000000 UTC
online,SKU-03093,SHP-0021775,1,0,180,37.8,142.2,2025-07-13 04:45:06.000000 UTC
online,SKU-06048,SHP-0008517,1,0,180,37.8,142.2,2025-07-13 08:12:26.000000 UTC
online,SKU-09028,SHP-0008433,1,1,180,37.8,142.2,2025-07-13 16:44:06.000000 UTC
online,SKU-07255,SHP-0011554,1,1,180,37.8,142.2,2025-07-13 18:18:11.000000 UTC
online,SKU-08843,SHP-9261003,1,1,180,37.8,142.2,2025-07-13 20:56:35.000000 UTC
online,SKU-09028,SHP-0008907,1,1,180,37.8,142.2,2025-07-13 23:59:49.000000 UTC
retail,SKU-04746,SHP-0015729,1,0,180,37.8,142.2,2026-03-13 00:52:12.000000 UTC
online,SKU-07255,SHP-0023997,1,0,180,37.8,142.2,2026-03-13 20:44:20.000000 UTC
online,SKU-08262,SHP-0022091,2,0,180,37.8,142.2,2026-03-13 16:15:22.000000 UTC
retail,SKU-03093,SHP-0013013,1,0,180,37.8,142.2,2025-01-07 04:00:03.000000 UTC
online,SKU-04746,SHP-0011773,1,0,180,37.8,142.2,2025-01-07 13:35:49.000000 UTC
online,SKU-07323,SHP-0007126,1,0,180,37.8,142.2,2026-03-04 09:21:28.000000 UTC
online,SKU-04445,SHP-0023336,1,1,180,37.8,142.2,2026-03-04 19:55:21.000000 UTC
online,SKU-06667,SHP-0003574,1,0,180,37.8,142.2,2026-03-04 20:44:36.000000 UTC
online,SKU-01952,SHP-0016463,2,0,180,37.8,142.2,2026-03-04 03:36:36.000000 UTC
retail,SKU-07323,SHP-0020910,1,0,180,37.8,142.2,2024-11-05 22:26:37.000000 UTC
online,SKU-04746,SHP-0001727,1,0,180,37.8,142.2,2024-11-05 22:42:23.000000 UTC
online,SKU-02152,SHP-0024398,1,1,180,37.8,142.2,2024-11-05 18:28:15.000000 UTC
online,SKU-08843,SHP-0018153,1,0,180,37.8,142.2,2025-03-20 03:59:13.000000 UTC
retail,SKU-91829,SHP-0009750,1,1,180,37.8,142.2,2025-03-20 04:10:16.000000 UTC
retail,SKU-05898,SHP-0008215,1,0,180,37.8,142.2,2025-03-20 06:44:47.000000 UTC
online,SKU-07255,SHP-0011726,1,0,180,37.8,142.2,2025-03-20 09:19:50.000000 UTC
retail,SKU-07255,SHP-0013697,1,0,180,37.8,142.2,2025-03-20 14:28:00.000000 UTC
online,SKU-02152,SHP-0006528,1,0,180,37.8,142.2,2024-10-31 01:47:25.000000 UTC
online,SKU-04746,SHP-0020887,1,0,180,37.8,142.2,2024-10-31 07:38:34.000000 UTC
retail,SKU-04746,SHP-0018604,1,1,180,37.8,142.2,2024-10-31 08:25:53.000000 UTC
online,SKU-06667,SHP-0007887,1,0,180,37.8,142.2,2024-10-31 23:58:29.000000 UTC
retail,SKU-07323,SHP-0016688,1,0,180,37.8,142.2,2024-12-19 08:06:25.000000 UTC
online,SKU-06667,SHP-0027812,1,0,180,37.8,142.2,2024-12-19 11:45:29.000000 UTC
online,SKU-04445,SHP-0010999,1,0,180,37.8,142.2,2024-12-19 14:09:29.000000 UTC
online,SKU-05898,SHP-0025662,1,1,180,37.8,142.2,2024-12-19 14:18:48.000000 UTC
online,SKU-03093,SHP-0005106,1,0,180,37.8,142.2,2024-12-19 19:58:04.000000 UTC
marketplace,SKU-08843,SHP-0029831,1,0,180,37.8,142.2,2025-06-13 00:58:52.000000 UTC
online,SKU-07887,SHP-0020101,3,2,180,37.8,142.2,2025-06-13 02:47:11.000000 UTC
online,SKU-08095,SHP-0014323,1,0,180,37.8,142.2,2025-06-13 21:36:44.000000 UTC
online,SKU-07323,SHP-0010340,1,0,180,37.8,142.2,2024-06-13 10:32:09.000000 UTC
retail,SKU-05200,SHP-0029888,1,0,180,37.8,142.2,2024-06-13 12:04:12.000000 UTC
retail,SKU-02152,SHP-0002147,1,0,180,37.8,142.2,2024-12-12 08:38:39.000000 UTC
online,SKU-07323,SHP-0025705,1,0,180,37.8,142.2,2024-12-12 09:47:19.000000 UTC
online,SKU-08095,SHP-0005693,1,0,180,37.8,142.2,2024-12-12 12:13:11.000000 UTC
online,SKU-07929,SHP-0003204,3,3,180,37.8,142.2,2024-12-12 20:11:46.000000 UTC
online,SKU-02152,SHP-0003439,1,0,180,37.8,142.2,2025-02-28 01:56:14.000000 UTC
online,SKU-07255,SHP-0019211,1,0,180,37.8,142.2,2025-02-28 10:45:18.000000 UTC
online,SKU-04746,SHP-0019054,1,0,180,37.8,142.2,2025-02-28 13:14:23.000000 UTC
online,SKU-01706,SHP-0011317,1,0,180,37.8,142.2,2025-02-28 18:25:34.000000 UTC
online,SKU-06048,SHP-0003736,1,1,180,37.8,142.2,2025-02-28 21:49:03.000000 UTC
retail,SKU-08630,SHP-0020477,3,0,180,37.8,142.2,2025-02-28 16:53:59.000000 UTC
online,SKU-05898,SHP-0019371,1,0,180,37.8,142.2,2026-04-10 03:34:56.000000 UTC
online,SKU-01706,SHP-0018366,1,1,180,37.8,142.2,2026-04-10 09:24:38.000000 UTC
online,SKU-04746,SHP-0021177,1,0,180,37.8,142.2,2026-04-10 22:09:55.000000 UTC
online,SKU-06048,SHP-0010799,1,0,180,37.8,142.2,2025-12-12 09:32:25.000000 UTC
online,SKU-07323,SHP-0006820,1,1,180,37.8,142.2,2025-12-12 18:23:31.000000 UTC
retail,SKU-06667,SHP-0029508,1,0,180,37.8,142.2,2025-12-12 21:48:59.000000 UTC
retail,SKU-04445,SHP-0003510,1,0,180,37.8,142.2,2025-12-12 22:42:02.000000 UTC
marketplace,SKU-05898,SHP-0016334,1,0,180,37.8,142.2,2025-12-12 22:46:10.000000 UTC
online,SKU-02152,SHP-0009660,1,0,180,37.8,142.2,2026-03-03 04:10:56.000000 UTC
online,SKU-04445,SHP-0014161,1,0,180,37.8,142.2,2026-03-03 06:45:36.000000 UTC
online,SKU-05898,SHP-0027201,1,0,180,37.8,142.2,2026-03-03 07:49:04.000000 UTC
online,SKU-06667,SHP-0005926,1,0,180,37.8,142.2,2026-03-03 09:39:29.000000 UTC
retail,SKU-06667,SHP-0027207,1,0,180,37.8,142.2,2026-03-03 10:07:20.000000 UTC
retail,SKU-05898,SHP-0027269,1,0,180,37.8,142.2,2026-03-03 12:20:01.000000 UTC
online,SKU-07255,SHP-0015276,1,0,180,37.8,142.2,2026-03-03 19:14:26.000000 UTC
online,SKU-04445,SHP-0018180,1,0,180,37.8,142.2,2026-04-20 10:18:59.000000 UTC
retail,SKU-07255,SHP-0018995,1,0,180,37.8,142.2,2025-01-04 04:45:34.000000 UTC
online,SKU-04746,SHP-0001605,1,0,180,37.8,142.2,2025-01-04 20:47:27.000000 UTC
online,SKU-04445,SHP-0017273,1,1,180,37.8,142.2,2025-06-19 02:43:46.000000 UTC
retail,SKU-08843,SHP-0027049,1,0,180,37.8,142.2,2025-06-19 13:34:04.000000 UTC
online,SKU-05200,SHP-0010987,1,0,180,37.8,142.2,2025-06-19 19:35:52.000000 UTC
online,SKU-07255,SHP-0026177,1,0,180,37.8,142.2,2025-06-19 22:06:47.000000 UTC
online,SKU-05200,SHP-0010112,1,1,180,37.8,142.2,2025-06-19 22:40:37.000000 UTC
online,SKU-08843,SHP-0024014,1,0,180,37.8,142.2,2025-02-25 16:52:22.000000 UTC
retail,SKU-07255,SHP-0025423,1,0,180,37.8,142.2,2025-02-25 18:00:23.000000 UTC
online,SKU-07323,SHP-0027656,1,0,180,37.8,142.2,2026-02-09 01:57:36.000000 UTC
online,SKU-06048,SHP-0012417,1,0,180,37.8,142.2,2026-02-09 11:58:22.000000 UTC
online,SKU-04445,SHP-0011037,1,0,180,37.8,142.2,2026-02-09 12:02:08.000000 UTC
online,SKU-08262,SHP-0017009,2,0,180,37.8,142.2,2024-12-17 09:02:19.000000 UTC
online,SKU-08630,SHP-0021508,3,0,180,37.8,142.2,2024-12-17 10:47:38.000000 UTC
online,SKU-01706,SHP-0015234,1,0,180,37.8,142.2,2024-12-17 16:51:41.000000 UTC
retail,SKU-06667,SHP-0005957,1,0,180,37.8,142.2,2024-12-17 04:21:03.000000 UTC
retail,SKU-06048,SHP-0000195,1,0,180,37.8,142.2,2024-12-17 09:47:34.000000 UTC
